分数,本段人数,累计人数
702及以上,5,5
701,2,7
700,4,11
698,5,16
696,1,17
695,4,21
694,1,22
693,8,30
692,5,35
691,4,39
690,6,45
689,5,50
688,9,59
687,6,65
686,8,73
685,9,82
684,10,92
683,7,99
682,8,107
681,5,112
680,14,126
679,18,144
678,12,156
677,14,170
676,19,189
675,20,209
674,23,232
673,16,248
672,23,271
671,36,307
670,28,335
669,23,358
668,18,376
667,26,402
666,33,435
665,34,469
664,34,503
663,28,531
662,50,581
661,47,628
660,45,673
659,36,709
658,34,743
657,46,789
656,48,837
655,48,885
654,43,928
653,55,983
652,70,1053
651,83,1136
650,63,1199
649,80,1279
648,58,1337
647,81,1418
646,70,1488
645,83,1571
644,83,1654
643,77,1731
642,89,1820
641,94,1914
640,79,1993
639,99,2092
638,95,2187
637,112,2299
636,92,2391
635,100,2491
634,98,2589
633,97,2686
632,105,2791
631,109,2900
630,96,2996
629,120,3116
628,144,3260
627,116,3376
626,113,3489
625,132,3621
624,129,3750
623,132,3882
622,149,4031
621,127,4158
620,147,4305
619,125,4430
618,122,4552
617,153,4705
616,151,4856
615,168,5024
614,159,5183
613,155,5338
612,149,5487
611,184,5671
610,184,5855
609,199,6054
608,161,6215
607,194,6409
606,198,6607
605,184,6791
604,165,6956
603,204,7160
602,176,7336
601,190,7526
600,180,7706
599,164,7870
598,169,8039
597,197,8236
596,188,8424
595,199,8623
594,199,8822
593,209,9031
592,229,9260
591,230,9490
590,257,9747
589,228,9975
588,203,10178
587,215,10393
586,243,10636
585,222,10858
584,235,11093
583,224,11317
582,264,11581
581,247,11828
580,256,12084
579,265,12349
578,247,12596
577,255,12851
576,287,13138
575,232,13370
574,229,13599
573,272,13871
572,246,14117
571,287,14404
570,269,14673
569,261,14934
568,274,15208
567,269,15477
566,279,15756
565,268,16024
564,252,16276
563,288,16564
562,265,16829
561,293,17122
560,269,17391
559,309,17700
558,302,18002
557,329,18331
556,282,18613
555,293,18906
554,284,19190
553,292,19482
552,302,19784
551,282,20066
550,292,20358
549,297,20655
548,280,20935
547,318,21253
546,275,21528
545,316,21844
544,327,22171
543,312,22483
542,282,22765
541,299,23064
540,308,23372
539,321,23693
538,294,23987
537,317,24304
536,320,24624
535,317,24941
534,336,25277
533,319,25596
532,335,25931
531,304,26235
530,338,26573
529,324,26897
528,317,27214
527,324,27538
526,323,27861
525,319,28180
524,356,28536
523,343,28879
522,340,29219
521,326,29545
520,340,29885
519,315,30200
518,348,30548
517,330,30878
516,340,31218
515,340,31558
514,326,31884
513,356,32240
512,349,32589
511,337,32926
510,342,33268
509,333,33601
508,351,33952
507,332,34284
506,333,34617
505,364,34981
504,337,35318
503,374,35692
502,392,36084
501,329,36413
500,349,36762
499,360,37122
498,345,37467
497,350,37817
496,375,38192
495,341,38533
494,374,38907
493,345,39252
492,359,39611
491,355,39966
490,353,40319
489,339,40658
488,351,41009
487,355,41364
486,363,41727
485,353,42080
484,360,42440
483,379,42819
482,351,43170
481,356,43526
480,381,43907
479,342,44249
478,370,44619
477,372,44991
476,358,45349
475,345,45694
474,340,46034
473,375,46409
472,378,46787
471,390,47177
470,359,47536
469,384,47920
468,359,48279
467,395,48674
466,371,49045
465,355,49400
464,353,49753
463,392,50145
462,360,50505
461,379,50884
460,342,51226
459,364,51590
458,346,51936
457,335,52271
456,342,52613
455,375,52988
454,396,53384
453,358,53742
452,339,54081
451,390,54471
450,366,54837
449,348,55185
448,334,55519
447,374,55893
446,350,56243
445,357,56600
444,333,56933
443,363,57296
442,317,57613
441,321,57934
440,359,58293
439,359,58652
438,353,59005
437,350,59355
436,418,59773
435,340,60113
434,340,60453
433,324,60777
432,363,61140
431,370,61510
430,328,61838
429,359,62197
428,339,62536
427,323,62859
426,355,63214
425,311,63525
424,315,63840
423,352,64192
422,299,64491
421,328,64819
420,327,65146
419,342,65488
418,349,65837
417,299,66136
416,350,66486
415,334,66820
414,325,67145
413,312,67457
412,321,67778
411,329,68107
410,335,68442
409,315,68757
408,302,69059
407,269,69328
406,311,69639
405,312,69951
404,312,70263
403,314,70577
402,323,70900
401,299,71199
400,317,71516
399,331,71847
398,274,72121
397,334,72455
396,291,72746
395,288,73034
394,331,73365
393,292,73657
392,298,73955
391,325,74280
390,310,74590
389,293,74883
388,330,75213
387,309,75522
386,290,75812
385,329,76141
384,346,76487
383,293,76780
382,312,77092
381,319,77411
380,296,77707
379,287,77994
378,287,78281
377,297,78578
376,307,78885
375,291,79176
374,274,79450
373,282,79732
372,309,80041
371,277,80318
370,308,80626
369,271,80897
368,256,81153
367,289,81442
366,273,81715
365,320,82035
364,277,82312
363,308,82620
362,267,82887
361,287,83174
360,261,83435
359,254,83689
358,278,83967
357,263,84230
356,293,84523
355,266,84789
354,262,85051
353,255,85306
352,286,85592
351,255,85847
350,251,86098
349,255,86353
348,240,86593
347,252,86845
346,252,87097
345,255,87352
344,240,87592
343,260,87852
342,245,88097
341,271,88368
340,276,88644
339,250,88894
338,275,89169
337,269,89438
336,266,89704
335,284,89988
334,237,90225
333,255,90480
332,267,90747
331,242,90989
330,239,91228
329,247,91475
328,244,91719
327,214,91933
326,256,92189
325,230,92419
324,257,92676
323,247,92923
322,259,93182
321,242,93424
320,240,93664
319,265,93929
318,259,94188
317,246,94434
316,281,94715
315,244,94959
314,261,95220
313,227,95447
312,230,95677
311,185,95862
310,240,96102
309,225,96327
308,202,96529
307,215,96744
306,244,96988
305,249,97237
304,221,97458
303,221,97679
302,235,97914
301,220,98134
300,215,98349
299,251,98600
298,207,98807
297,213,99020
296,198,99218
295,218,99436
294,229,99665
293,238,99903
292,227,100130
291,206,100336
290,202,100538
289,206,100744
288,212,100956
287,208,101164
286,211,101375
285,183,101558
284,206,101764
283,195,101959
282,187,102146
281,205,102351
280,193,102544
279,215,102759
278,203,102962
277,197,103159
276,209,103368
275,201,103569
274,182,103751
273,185,103936
272,187,104123
271,200,104323
270,209,104532
269,186,104718
268,165,104883
267,186,105069
266,205,105274
265,167,105441
264,181,105622
263,148,105770
262,164,105934
261,168,106102
260,172,106274
259,174,106448
258,169,106617
257,176,106793
256,165,106958
255,188,107146
254,158,107304
253,172,107476
252,169,107645
251,156,107801
250,180,107981
249,149,108130
248,147,108277
247,155,108432
246,144,108576
245,161,108737
244,122,108859
243,120,108979
242,128,109107
241,135,109242
240,151,109393
239,143,109536
238,142,109678
237,127,109805
236,124,109929
235,131,110060
234,133,110193
233,142,110335
232,128,110463
231,129,110592
230,119,110711
229,114,110825
228,125,110950
227,104,111054
226,120,111174
225,126,111300
224,123,111423
223,114,111537
222,112,111649
221,132,111781
220,127,111908
219,116,112024
218,129,112153
217,132,112285
216,127,112412
215,96,112508
214,122,112630
213,108,112738
212,96,112834
211,99,112933
210,90,113023
209,102,113125
208,97,113222
207,89,113311
206,95,113406
205,93,113499
204,85,113584
203,87,113671
202,75,113746
201,73,113819
200,85,113904
199,73,113977
198,88,114065
197,89,114154
196,56,114210
195,54,114264
194,81,114345
193,59,114404
192,64,114468
191,83,114551
190,65,114616
189,58,114674
188,67,114741
187,57,114798
186,57,114855
185,62,114917
184,48,114965
183,48,115013
182,57,115070
181,48,115118
180,61,115179
179,38,115217
178,43,115260
177,47,115307
176,50,115357
175,42,115399
174,51,115450
173,38,115488
172,33,115521
171,55,115576
170,35,115611
169,43,115654
168,46,115700
167,39,115739
166,31,115770
165,39,115809
164,26,115835
163,32,115867
162,21,115888
161,37,115925
160,21,115946
159,17,115963
158,21,115984
157,23,116007
156,24,116031
155,30,116061
154,16,116077
153,17,116094
152,13,116107
151,16,116123
150,20,116143
149,14,116157
148,17,116174
147,16,116190
146,11,116201
145,18,116219
144,12,116231
143,7,116238
142,11,116249
141,12,116261
140,15,116276
139,8,116284
138,4,116288
137,7,116295
136,7,116302
135,7,116309
134,10,116319
133,5,116324
132,15,116339
131,6,116345
130,7,116352
129,5,116357
128,5,116362
127,6,116368
126,5,116373
125,5,116378
124,5,116383
123,4,116387
122,5,116392
121,4,116396
120,4,116400
119,3,116403
118,1,116404
117,3,116407
116,5,116412
115,2,116414
114,1,116415
113,1,116416
112,6,116422
111,2,116424
110,5,116429
109,4,116433
108,2,116435
107,3,116438
106,1,116439
105,4,116443
104,2,116445
103,3,116448
102,3,116451
101,3,116454
100,1,116455
99,5,116460
98,2,116462
97,3,116465
95,4,116469
94,2,116471
93,1,116472
92,2,116474
91,2,116476
90,1,116477
89,1,116478
88,4,116482
87,4,116486
86,3,116489
85,1,116490
84,3,116493
83,1,116494
82,1,116495
80,1,116496
79,2,116498
77,2,116500
76,1,116501
75,2,116503
73,2,116505
71,3,116508
70,1,116509
69,1,116510
68,2,116512
67,1,116513
66,2,116515
65,1,116516
64,1,116517
61,3,116520
58,1,116521
56,1,116522
52,1,116523
51,1,116524
49,1,116525
46,1,116526
42,2,116528
40,1,116529
38,1,116530
35,1,116531
34,1,116532
33,1,116533
29,1,116534
27,1,116535
25,2,116537
24,2,116539
23,1,116540
21,1,116541
20,1,116542
18,2,116544
17,2,116546
16,3,116549
15,1,116550
13,2,116552
11,1,116553
8,2,116555
7,1,116556
4,1,116557
0,1460,118017
