学校名称,专业名称,最高分,最低分,平均分
石家庄经济学院,资源环境与城乡规划管理,545,545,
石家庄经济学院,地理信息系统,544,539,
石家庄经济学院,地球信息科学与技术,552,547,
石家庄经济学院,统计学,559,550,
石家庄经济学院,矿物加工工程,558,547,
石家庄经济学院,勘查技术工程,554,554,
石家庄经济学院,资源勘查工程,577,577,
石家庄经济学院,宝石及材料工艺学,578,578,
石家庄经济学院,水文与水资源工程,549,549,
石家庄经济学院,信息管理与信息系统,551,549,
石家庄经济学院,工商管理类,578,576,
石家庄经济学院,电子商务,566,552,
石家庄经济学院,公共管理类,554,554,
石家庄经济学院,土地资源管理,547,538,
华北水利水电学院,地质工程,578,578,
华北水利水电学院,机械设计制造及自动化,588,583,
华北水利水电学院,热能与动力工程,585,581,
华北水利水电学院,水利水电工程,588,587,
华北水利水电学院,水文与水资源工程,586,586,
华北水利水电学院,工程力学,585,577,
华北水利水电学院,农业水利工程,585,575,
河北理工大学,机械设计制造及自动化,585,584,
河北理工大学,材料成型及控制工程,596,579,
河北理工大学,热能与动力工程,583,578,
河北理工大学,自动化,586,580,
河北理工大学,通信工程,579,578,
河北理工大学,网络工程,581,580,
河北理工大学,建筑环境与设备工程,581,572,
河北理工大学,安全工程,573,570,
河北理工大学,化学工程与工艺,579,575,
河北理工大学,交通工程,573,568,
河北理工大学,金属材料工程,570,558,
河北理工大学,机械设计制造及自动化,586,583,
河北科技大学,测控技术与仪器,580,554,
河北科技大学,化学工程与工艺,580,573,
河北科技大学,轻工工程,586,582,
河北建筑学院,机械设计制造及自动化,560,533,
河北建筑学院,热能与动力工程,560,539,
河北建筑学院,电气工程及其自动化,561,529,
河北建筑学院,计算机科学与技术,565,565,
河北建筑学院,建筑学,579,579,
河北建筑学院,城市规划,546,546,
河北建筑学院,土木工程,578,544,
河北建筑学院,建筑环境与设备工程,576,527,
河北建筑学院,给水排水工程,567,562,
河北建筑学院,建筑电气与智能化,558,527,
河北建筑学院,工程管理,546,534,
河北农业大学,经济学类,569,549,
河北农业大学,国际经济与贸易,558,558,
河北农业大学,金融学,560,560,
河北农业大学,法学,569,549,
河北农业大学,数学与应用数学,541,541,
河北农业大学,化学,566,550,
河北农业大学,生物科学类,558,558,
河北农业大学,资源环境与城乡规划管理,560,560,
河北农业大学,电子信息科学与技术,560,560,
河北农业大学,环境科学类,554,554,
河北农业大学,生态学,580,580,
河北农业大学,工业设计,541,541,
河北农业大学,热能与动力工程,573,573,
河北农业大学,土木工程,577,577,
河北农业大学,水利水电工程,586,560,
河北农业大学,制药工程,573,549,
河北农业大学,食品科学与工程,581,581,
河北农业大学,包装工程,550,550,
河北农业大学,食品质量与安全,561,562,
河北农业大学,生物工程,573,573,
河北农业大学,农业机械化及自动化,580,580,
河北农业大学,农业水利工程,586,560,
河北农业大学,木材科学与工程,,543,
河北农业大学,农学,564,555,
河北农业大学,园艺,558,558,
河北农业大学,植物保护,568,568,
河北农业大学,植物科学与技术,553,542,
河北农业大学,设施农业科学与工程,558,558,
河北农业大学,草业科学,546,546,
河北农业大学,林业,579,557,
河北农业大学,森林资源保护与游憩,556,555,
河北农业大学,园林,548,,
河北农业大学,农业资源与环境,546,546,
河北农业大学,动物科学,585,585,
河北农业大学,动物医学,585,585,
河北农业大学,水产养殖学,575,575,
河北农业大学,中药学,560,560,
河北农业大学,工程管理,555,545,
河北农业大学,工商管理,574,550,
河北农业大学,市场营销,574,550,
河北农业大学,会计学,574,550,
河北农业大学,财务管理,550,585,
河北农业大学,旅游管理,367,367,
河北农业大学,公共事业管理,561,561,
河北农业大学,土地资源管理,555,545,
河北农业大学,农林经济管理,571,565,
河北医科大学,预防医学,585,583,
河北医科大学,临床医学,599,585,
河北医科大学,中医学,582,579,
河北医科大学,护理学,583,531,
华北煤炭医学院,法学,538,536,
华北煤炭医学院,生物技术,561,561,
中北大学,通信工程,587,586,
中北大学,计算机科学与技术,577,565,
中北大学,软件工程,585,572,
中北大学,网络工程,577,560,
中北大学,环境工程,581,572,
中北大学,安全工程,580,558,
中北大学,化学工程与工艺,578,575,
中北大学,制药工程,574,575,
中北大学,包装工程,565,567,
中北大学,飞行器制造工程,580,570,
中北大学,探测制导与控制技术,596,581,
中北大学,信息对抗技术,591,577,
中北大学,工程力学,567,556,
中北大学,生物工程,577,566,
中北大学,工业工程,566,554,
山西农业大学,生物技术,575,575,
山西农业大学,环境科学,569,543,
山西农业大学,机械设计制造及自动化,569,569,
山西农业大学,计算机科学与技术,573,552,
山西农业大学,食品科学与工程,544,551,
山西农业大学,农业机械化及其自动化,573,570,
山西农业大学,农学,563,547,
山西农业大学,园艺,567,538,
山西农业大学,植物保护,566,548,
山西农业大学,林学,565,565,
山西农业大学,动物科学,567,566,
山西农业大学,动物医学,568,526,
山西农业大学,中药资源与开发,565,,
山西医科大学,预防医学,577,569,
山西医科大学,临床医学,593,584,
山西医科大学,医学影像学,585,582,
山西医科大学,口腔医学,585,584,
山西医科大学,法医学,574,569,
山西医科大学,护理学,571,567,
山西医科大学,药学,575,569,
山西医科大学,药物制剂,578,572,
长治医学院,生物医学工程,532,532,
长治医学院,临床医学,570,518,
长治医学院,麻醉学,568,556,
长治医学院,医学影像学,565,542,
长治医学院,医学检验,532,532,
长治医学院,口腔医学,552,549,
长治医学院,药学,517,517,
太原师范学院,科学教育,545,534,
太原师范学院,英语,569,548,
太原师范学院,数学与应用数学,560,548,
太原师范学院,信息与计算科学,585,572,
太原师范学院,化学,526,526,
太原师范学院,生物科学,547,526,
山西大同大学,资源环境与城乡规划管理,563,563,
山西大同大学,地理信息系统,582,580,
山西大同大学,计算机科学与技术,585,528,
山西大同大学,数学与应用数学,579,549,
山西大同大学,物理学,564,527,
山西财经大学,金融学,609,609,
山西财经大学,保险,582,582,
山西财经大学,数学与应用数学,575,572,
山西财经大学,信息与计算科学,580,569,
山西财经大学,资源环境与城乡规划管理,583,569,
山西财经大学,环境科学,574,574,
山西财经大学,统计学,587,587,
山西财经大学,计算机科学与技术,581,573,
山西财经大学,信息管理与信息系统,574,565,
山西财经大学,工程管理,585,587,
山西财经大学,项目管理,583,570,
山西财经大学,工商管理,584,576,
山西财经大学,财务管理,599,594,
山西财经大学,电子商务,589,589,
山西财经大学,物流管理,583,583,
山西财经大学,公共事业管理,583,583,
内蒙古科技大学,数学与应用数学,565,528,
内蒙古科技大学,应用化学,562,528,
内蒙古科技大学,采矿工程,561,550,
内蒙古科技大学,冶金工程,579,577,
内蒙古科技大学,无机非金属材料工程,555,530,
内蒙古科技大学,机械设计制造及自动化,551,544,
内蒙古科技大学,材料成型及控制工程,561,542,
内蒙古科技大学,过程装备与控制工程,544,541,
内蒙古科技大学,测控技术与仪器,550,536,
内蒙古科技大学,热能与动力工程,557,527,
内蒙古科技大学,电气工程及其自动化,562,534,
内蒙古科技大学,自动化,529,526,
内蒙古科技大学,通信工程,566,563,
内蒙古科技大学,土木工程,578,545,
内蒙古科技大学,测绘工程,537,528,
内蒙古科技大学,环境工程,551,536,
内蒙古科技大学,安全工程,526,526,
内蒙古科技大学,化学工程与工艺,545,528,
内蒙古科技大学,交通工程,591,526,
内蒙古科技大学,食品科学与工程,555,553,
内蒙古科技大学,生物工程,526,526,
内蒙古科技大学,信息管理与信息系统,536,533,
内蒙古科技大学,工商管理,539,533,
内蒙古工业大学,英语,548,540,
内蒙古工业大学,环境科学,570,550,
内蒙古工业大学,机械电子工程,558,540,
内蒙古工业大学,自动化,554,539,
内蒙古工业大学,电子信息工程,565,548,
内蒙古工业大学,制药工程,552,527,
内蒙古农业大学,生物技术,562,561,
内蒙古农业大学,动植物检疫,554,526,
内蒙古农业大学,土木工程,517,548,
内蒙古农业大学,给水排水工程,580,538,
内蒙古农业大学,交通运输,538,535,
内蒙古农业大学,包装工程,540,534,
内蒙古农业大学,农业电气化及自动化,563,559,
内蒙古农业大学,农业水利工程,569,553,
内蒙古农业大学,森林工程,556,547,
内蒙古农业大学,园艺,573,529,
内蒙古农业大学,种子科学与工程,578,540,
内蒙古农业大学,设施农业科学与工程,564,545,
内蒙古农业大学,环境生态类,542,526,
内蒙古农业大学,农业资源与环境,585,533,
内蒙古农业大学,动物科学,556,526,
内蒙古医学院,中医学,573,573,
内蒙古医学院,教育技术学,542,540,
内蒙古医学院,数学与应用数学,536,527,
内蒙古医学院,信息与计算科学,547,539,
内蒙古医学院,物理学,517,517,
内蒙古医学院,化学,574,531,
内蒙古医学院,生物技术,571,541,
内蒙古医学院,材料化学,542,536,
内蒙古民族大学,机械设计制造及自动化,563,560,
内蒙古民族大学,计算机科学与技术,542,526,
内蒙古民族大学,农业,543,543,
内蒙古民族大学,植物保护,557,553,
内蒙古民族大学,草业科学,565,564,
内蒙古民族大学,园林,576,565,
内蒙古民族大学,农业资源管理,564,563,
内蒙古民族大学,动物科学,558,544,
内蒙古民族大学,临床医学,526,522,
沈阳工业大学,国际经济与贸易,586,583,
沈阳工业大学,应用物理学,585,585,
沈阳工业大学,金属材料工程,587,587,
沈阳工业大学,机械设计制造及自动化,599,598,
沈阳工业大学,材料成型及控制工程,597,597,
沈阳工业大学,工业设计,597,597,
沈阳工业大学,测控技术与仪器,598,593,
沈阳工业大学,电气工程及其自动化,609,599,
沈阳工业大学,自动化,597,594,
沈阳工业大学,电子信息工程,593,587,
沈阳工业大学,通信工程,591,587,
沈阳工业大学,计算机科学与技术,587,582,
沈阳工业大学,电子科学与技术,593,593,
沈阳工业大学,建筑环境与设备工程,586,584,
沈阳工业大学,环境工程,593,588,
沈阳工业大学,物流管理,585,585,
沈阳工业大学,工业工程,587,587,
沈阳工业大学,工商管理,586,586,
沈阳工业大学,市场营销,586,586,
沈阳工业大学,会计学,585,585,
沈阳工业大学,日语,579,578,
沈阳航空工业学院,材料成型及控制工程,581,581,
沈阳航空工业学院,车辆工程,587,587,
沈阳航空工业学院,热能与动力工程,586,584,
沈阳航空工业学院,电子信息工程,576,576,
沈阳航空工业学院,通信工程,582,581,
沈阳航空工业学院,计算机科学与技术,582,575,
沈阳航空工业学院,网络工程,578,578,
沈阳航空工业学院,安全工程,614,582,
沈阳航空工业学院,飞行器设计与工程,595,490,
沈阳航空工业学院,消防工程,580,580,
沈阳航空工业学院,信息管理与信息系统,583,583,
沈阳理工大学,金融学,582,582,
沈阳理工大学,信息与计算科学,583,577,
沈阳理工大学,化学,580,558,
沈阳理工大学,应用化学,583,578,
沈阳理工大学,电子信息科学与技术,582,591,
沈阳理工大学,光信息科学与技术,581,581,
沈阳理工大学,金属材料工程,578,577,
沈阳理工大学,高分子材料与工程,585,578,
沈阳理工大学,机械设计制造及自动化,587,585,
沈阳理工大学,材料成型及控制工程,584,580,
沈阳理工大学,车辆工程,583,583,
沈阳理工大学,测控技术与仪器,613,613,
沈阳理工大学,热能与动力工程,581,581,
沈阳理工大学,自动化,585,591,
沈阳理工大学,电子信息工程,596,585,
沈阳理工大学,通信工程,599,599,
沈阳理工大学,计算机科学与技术,579,565,
沈阳理工大学,电子科学与技术,581,581,
沈阳理工大学,探测制导与控制技术,581,581,
沈阳理工大学,信息管理与信息系统,584,584,
沈阳理工大学,市场营销,599,559,
沈阳理工大学,会计学,580,580,
辽宁科技大学,材料化学,562,556,
辽宁科技大学,冶金工程,609,570,
辽宁科技大学,无机非金属材料工程,552,552,
辽宁科技大学,机械设计及其自动化,577,568,
辽宁科技大学,热能与动力工程,559,551,
辽宁科技大学,自动化,581,562,
辽宁科技大学,通信工程,567,565,
辽宁科技大学,计算机工程与技术,561,561,
辽宁科技大学,软件工程,567,560,
辽宁科技大学,建筑学,561,547,
辽宁科技大学,土木工程,575,575,
辽宁科技大学,建筑环境与设备工程,556,549,
辽宁科技大学,化学工程与工艺,561,554,
辽宁科技大学,交通工程,573,572,
辽宁石油化工大学,数学与应用数学,568,567,
辽宁石油化工大学,应用物理学,568,569,
辽宁石油化工大学,应用化学,584,580,
辽宁石油化工大学,材料科学与工程,577,573,
辽宁石油化工大学,金属材料工程,572,571,
辽宁石油化工大学,机械设计制造及自动化,587,567,
辽宁石油化工大学,材料成型及控制工程,578,577,
辽宁石油化工大学,过程装备与控制工程,584,581,
辽宁石油化工大学,电气工程及其自动化,587,581,
辽宁石油化工大学,自动化,584,580,
辽宁石油化工大学,通信工程,575,570,
辽宁石油化工大学,给水排水工程,576,575,
辽宁石油化工大学,环境工程,579,570,
辽宁石油化工大学,化学工程与工艺,588,586,
辽宁石油化工大学,交通运输,573,572,
辽宁石油化工大学,油气储运工程,600,590,
辽宁石油化工大学,生物工程,577,576,
辽宁石油化工大学,市场营销,570,570,
辽宁石油化工大学,会计学,573,571,
辽宁科技大学,金融学,559,559,
辽宁科技大学,英语,558,558,
辽宁科技大学,信息与计算科学,568,556,
辽宁科技大学,应用化学,556,574,
辽宁科技大学,电子信息科学与技术,566,566,
辽宁科技大学,材料化学,603,577,
辽宁科技大学,无机非金属材料工程,569,569,
辽宁科技大学,高分子材料与工程,578,563,
辽宁科技大学,机械设计制造及自动化,577,562,
沈阳化工学院,过程装备与控制工程,574,556,
沈阳化工学院,测控技术与仪器,573,568,
沈阳化工学院,电气工程及其自动化,584,584,
沈阳化工学院,自动化,564,570,
沈阳化工学院,电子信息工程,564,562,
沈阳化工学院,通信工程,566,566,
沈阳化工学院,计算机科学与技术,565,565,
沈阳化工学院,环境工程,560,559,
沈阳化工学院,安全工程,563,551,
沈阳化工学院,化学工程与工艺,583,567,
沈阳化工学院,制药工程,583,570,
沈阳化工学院,油气储运工程,569,569,
沈阳化工学院,生物工程,575,575,
沈阳化工学院,信息管理与信息系统,559,559,
沈阳化工学院,工商管理,559,557,
沈阳化工学院,会计学,557,557,
沈阳化工学院,公共事业管理,556,556,
沈阳建筑大学,英语,584,578,
沈阳建筑大学,日语,587,568,
沈阳建筑大学,数学与应用数学,578,569,
沈阳建筑大学,信息与计算科学,594,592,
沈阳建筑大学,应用化学,594,595,
沈阳建筑大学,生物技术,603,603,
沈阳建筑大学,材料科学与工程,626,626,
沈阳建筑大学,材料成型及控制工程,587,572,
沈阳建筑大学,工业设计,597,597,
沈阳建筑大学,测控技术与仪器,590,579,
沈阳建筑大学,自动化,608,608,
沈阳建筑大学,电子信息工程,602,600,
沈阳建筑大学,计算机科学与技术,593,564,
沈阳建筑大学,电子科学与技术,607,607,
沈阳建筑大学,土木工程,594,593,
沈阳建筑大学,环境工程,589,589,
沈阳建筑大学,安全工程,597,563,
沈阳建筑大学,化学工程与工艺,574,570,
沈阳建筑大学,交通运输,608,605,
沈阳建筑大学,交通工程,597,588,
沈阳建筑大学,信息管理与信息系统,599,599,
沈阳建筑大学,工业工程,583,583,
沈阳建筑大学,市场营销,587,,
沈阳建筑大学,会计学,594,578,
沈阳建筑大学,物流管理,603,603,
大连交通大学,自动化,602,600,
大连交通大学,计算机科学与技术,593,564,
大连交通大学,电子科技与技术,607,607,
大连交通大学,土木工程,594,593,
大连交通大学,环境工程,589,589,
大连交通大学,安全工程,597,563,
大连交通大学,化学工程与工艺,,574,
大连交通大学,交通运输,608,605,
大连交通大学,交通工程,597,588,
大连交通大学,信息管理与信息系统,599,599,
大连交通大学,工业工程,583,583,
大连交通大学,市场营销,587,590,
大连交通大学,会计学,594,578,
大连交通大学,物流管理,603,603,
大连工业大学,信息与计算科学,584,577,
大连工业大学,应用化学,578,574,
大连工业大学,生物技术,590,580,
大连工业大学,材料化学,576,575,
大连工业大学,材料科学与工程,586,575,
大连工业大学,机械工程及自动化,591,586,
大连工业大学,自动化,586,580,
大连工业大学,通信工程,587,583,
大连工业大学,计算机科学与技术,584,576,
大连工业大学,网络工程,578,574,
大连工业大学,环境工程,582,575,
大连工业大学,化学工程与工艺,583,580,
大连工业大学,食品科学与工程,587,581,
大连工业大学,轻化工程,587,573,
大连工业大学,包装工程,575,575,
大连工业大学,印刷工程,579,578,
大连工业大学,纺织工程,590,579,
大连工业大学,食品质量与安全,585,584,
大连工业大学,生物工程,594,573,
大连工业大学,工业工程,583,,
大连工业大学,理论与应用力学,612,,
大连工业大学,材料化学,610,610,
大连工业大学,无机非金属材料工程,622,622,
大连工业大学,高分子材料与工程,589,589,
大连工业大学,机械设计制造及自动化,595,588,
大连工业大学,电气工程及其自动化,599,588,
大连工业大学,计算机科学与技术,587,602,
大连工业大学,建筑环境与设备工程,593,590,
大连工业大学,安全工程,594,594,
大连工业大学,交通运输,590,,
大连建筑大学,英语,582,579,
大连建筑大学,日语,585,585,
大连建筑大学,应用物理学,578,575,
大连建筑大学,生物技术,584,596,
大连水产学院,海洋技术,584,584,
大连水产学院,机械设计制造及自动化,584,572,
大连水产学院,热能与动力工程,592,571,
大连水产学院,自动化,585,574,
大连水产学院,电子信息工程,591,580,
大连水产学院,通信工程,585,585,
大连水产学院,计算机科学与技术,579,571,
大连水产学院,土建类,582,588,
大连水产学院,建筑环境与设备工程,577,575,
大连水产学院,给水排水工程,581,571,
大连水产学院,环境工程,585,585,
大连水产学院,船舶与海洋工程,602,584,
大连水产学院,食品科学与工程,574,565,
大连水产学院,水产养殖学,584,573,
大连水产学院,海洋渔业科学与技术,574,568,
大连医科大学,生物技术,589,587,
大连医科大学,预防医学,587,587,
大连医科大学,临床医学,611,604,
大连医科大学,医学检验,590,590,
大连医科大学,口腔医学,589,589,
辽宁中医药大学,制药工程,563,562,
辽宁中医药大学,中医学,555,553,
辽宁中医药大学,针灸推拿学,552,546,
辽宁中医药大学,中西医临床医学,582,560,
辽宁中医药大学,护理学,560,548,
辽宁中医药大学,中药学,555,553,
辽宁师范大学,工商管理类,608,554,
沈阳师范大学,经济学(国际金融),600,574,
沈阳师范大学,国际经济与贸易,587,581,
沈阳师范大学,计算机科学与技术,585,567,
渤海大学,教育技术类,531,531,
渤海大学,数学与应用数学,556,530,
渤海大学,化学,530,528,
渤海大学,自动化,548,527,
渤海大学,计算机科学与技术,598,583,
渤海大学,市场营销,539,529,
渤海大学,旅游管理,588,526,
鞍山师范学院,数学与应用数学,573,573,
鞍山师范学院,物理学,551,545,
鞍山师范学院,电子信息科学与技术,547,547,
鞍山师范学院,计算机科学与技术,547,547,
鞍山师范学院,信息管理与信息系统,586,586,
鞍山师范学院,会计学,571,571,
大连外国语大学,英语,646,616,
大连外国语大学,朝鲜语,627,625,
沈阳体育学院,市场营销,571,539,
吉林大学,新闻学,576,545,
吉林大学,物理学类,586,568,
吉林大学,化学类,592,592,
吉林大学,地理科学类,567,555,
吉林大学,环境科学,552,531,
延边大学,计算机科学与技术,558,558,
延边大学,建筑学,548,548,
延边大学,土木工程,551,551,
东北电力大学,生物工程,554,554,
东北电力大学,园艺,557,528,
东北电力大学,护理学,555,528,
东北电力大学,数学与应用数学,607,607,
东北电力大学,信息与计算科学,632,587,
东北电力大学,应用化学,596,590,
东北电力大学,电子信息科学与技术,579,587,
东北电力大学,机械设计制造及自动化,613,594,
东北电力大学,测控技术与仪器,603,597,
东北电力大学,自动化,628,620,
东北电力大学,电子信息工程,601,596,
东北电力大学,通信工程,615,598,
东北电力大学,计算机科学与技术,595,591,
东北电力大学,土木工程,598,587,
东北电力大学,建筑环境与设备工程,594,591,
东北电力大学,环境工程,596,596,
东北电力大学,轻化工程,591,591,
东北电力大学,工程管理,597,587,
东北电力大学,工商管理,589,589,
东北电力大学,国际经济与贸易,594,594,
东北电力大学,金融学,581,581,
东北电力大学,日语,579,578,
长春工业大学,信息与计算机科学,582,576,
长春工业大学,生物技术,581,580,
长春工业大学,统计学,556,547,
长春工业大学,金属材料工程,587,587,
长春工业大学,高分子材料与工程,586,586,
长春工业大学,材料成型及控制工程,583,583,
长春工业大学,工业设计,583,576,
长春工业大学,机械工程及自动化,596,587,
长春工业大学,机械电子工程,585,577,
长春工业大学,测控技术与仪器,584,581,
长春工业大学,自动化,585,581,
长春工业大学,计算机科学与技术,583,578,
长春工业大学,生物医学工程,582,552,
长春工业大学,环境工程,552,552,
长春工业大学,化学工程与工艺,580,579,
长春工业大学,制药工程,586,586,
长春工业大学,食品科学与工程,577,576,
长春工业大学,纺织工程,577,577,
长春工业大学,生物工程,586,582,
长春工业大学,信息管理与信息系统,584,582,
长春工业大学,工业工程,592,578,
长春工业大学,工商管理,587,584,
长春工业大学,市场营销,586,586,
长春工业大学,会计学,576,,
长春工业大学,电子商务,580,579,
吉林建筑工程学院,英语,565,562,
吉林建筑工程学院,电子信息工程,580,565,
吉林建筑工程学院,建筑学,601,586,
吉林建筑工程学院,城市规划,586,577,
吉林建筑工程学院,测绘工程,576,563,
吉林建筑工程学院,安全工程,566,565,
吉林建筑工程学院,工程力学,573,564,
吉林建筑工程学院,物流管理,577,561,
吉林化工学院,国际经济与贸易,549,546,
吉林化工学院,英语,547,541,
吉林化工学院,日语,566,565,
吉林化工学院,应用物理学,545,540,
吉林化工学院,应用化学,557,544,
吉林化工学院,材料化学,567,555,
吉林化工学院,环境科学,554,543,
吉林化工学院,高分子材料与工程,567,562,
吉林化工学院,机械设计制造及自动化,568,562,
吉林化工学院,过程装备与控制工程,544,539,
吉林化工学院,热能与动力工程,541,559,
吉林化工学院,自动化,559,,
吉林化工学院,给水排水工程,545,533,
吉林化工学院,化学工程与工艺,576,576,
吉林化工学院,制药工程,577,568,
吉林化工学院,轻化工程,561,563,
吉林化工学院,药物制剂,563,563,
吉林化工学院,工业工程,541,541,
吉林化工学院,市场营销,545,538,
吉林农业大学,信息与计算科学,564,551,
吉林农业大学,应用化学,562,559,
吉林农业大学,生物技术,584,581,
